frame_name,label
Assault001_x264_frame_0.jpg,1
Assault001_x264_frame_30.jpg,1
Assault001_x264_frame_60.jpg,1
Assault001_x264_frame_90.jpg,1
Assault001_x264_frame_120.jpg,1
Assault001_x264_frame_150.jpg,1
Assault001_x264_frame_180.jpg,1
Assault001_x264_frame_210.jpg,1
Assault001_x264_frame_240.jpg,1
Assault001_x264_frame_270.jpg,1
Assault001_x264_frame_300.jpg,1
Assault001_x264_frame_330.jpg,1
Assault001_x264_frame_360.jpg,1
Assault001_x264_frame_390.jpg,1
Assault001_x264_frame_420.jpg,1
Assault001_x264_frame_450.jpg,1
Assault001_x264_frame_480.jpg,1
Assault001_x264_frame_510.jpg,1
Assault001_x264_frame_540.jpg,1
Assault001_x264_frame_570.jpg,1
Assault001_x264_frame_600.jpg,1
Assault001_x264_frame_630.jpg,1
Assault001_x264_frame_660.jpg,1
Assault001_x264_frame_690.jpg,1
Assault001_x264_frame_720.jpg,1
Assault001_x264_frame_750.jpg,1
Assault001_x264_frame_780.jpg,1
Assault001_x264_frame_810.jpg,1
Assault001_x264_frame_840.jpg,1
Assault001_x264_frame_870.jpg,1
Assault001_x264_frame_900.jpg,1
Assault001_x264_frame_930.jpg,1
Assault001_x264_frame_960.jpg,1
Assault001_x264_frame_990.jpg,1
Assault001_x264_frame_1020.jpg,1
Assault001_x264_frame_1050.jpg,1
Assault001_x264_frame_1080.jpg,1
Assault001_x264_frame_1110.jpg,1
Assault001_x264_frame_1140.jpg,1
Assault001_x264_frame_1170.jpg,1
Assault001_x264_frame_1200.jpg,1
Assault001_x264_frame_1230.jpg,1
Assault001_x264_frame_1260.jpg,1
Assault001_x264_frame_1290.jpg,1
Assault001_x264_frame_1320.jpg,1
Assault001_x264_frame_1350.jpg,1
Assault001_x264_frame_1380.jpg,1
Assault001_x264_frame_1410.jpg,1
Assault001_x264_frame_1440.jpg,1
Assault001_x264_frame_1470.jpg,1
Assault001_x264_frame_1500.jpg,1
Assault001_x264_frame_1530.jpg,1
Assault001_x264_frame_1560.jpg,1
Assault001_x264_frame_1590.jpg,1
Assault001_x264_frame_1620.jpg,1
Assault001_x264_frame_1650.jpg,1
Assault001_x264_frame_1680.jpg,1
Assault001_x264_frame_1710.jpg,1
Assault001_x264_frame_1740.jpg,1
Assault001_x264_frame_1770.jpg,1
Assault001_x264_frame_1800.jpg,1
Assault001_x264_frame_1830.jpg,1
Assault001_x264_frame_1860.jpg,1
Assault001_x264_frame_1890.jpg,1
Assault001_x264_frame_1920.jpg,1
Assault001_x264_frame_1950.jpg,1
Assault001_x264_frame_1980.jpg,1
Assault001_x264_frame_2010.jpg,1
Assault001_x264_frame_2040.jpg,1
Assault001_x264_frame_2070.jpg,1
Assault001_x264_frame_2100.jpg,1
Assault001_x264_frame_2130.jpg,1
Assault001_x264_frame_2160.jpg,1
Assault001_x264_frame_2190.jpg,1
Assault001_x264_frame_2220.jpg,1
Assault001_x264_frame_2250.jpg,1
Assault001_x264_frame_2280.jpg,1
Assault001_x264_frame_2310.jpg,1
Assault001_x264_frame_2340.jpg,1
Assault001_x264_frame_2370.jpg,1
Assault001_x264_frame_2400.jpg,1
Assault001_x264_frame_2430.jpg,1
Assault001_x264_frame_2460.jpg,1
Assault002_x264_frame_0.jpg,1
Assault002_x264_frame_30.jpg,1
Assault002_x264_frame_60.jpg,1
Assault002_x264_frame_90.jpg,1
Assault002_x264_frame_120.jpg,1
Assault002_x264_frame_150.jpg,1
Assault002_x264_frame_180.jpg,1
Assault002_x264_frame_210.jpg,1
Assault002_x264_frame_240.jpg,1
Assault002_x264_frame_270.jpg,1
Assault002_x264_frame_300.jpg,1
Assault002_x264_frame_330.jpg,1
Assault002_x264_frame_360.jpg,1
Assault002_x264_frame_390.jpg,1
Assault002_x264_frame_420.jpg,1
Assault002_x264_frame_450.jpg,1
Assault002_x264_frame_480.jpg,1
Assault002_x264_frame_510.jpg,1
Assault002_x264_frame_540.jpg,1
Assault002_x264_frame_570.jpg,1
Assault002_x264_frame_600.jpg,1
Assault002_x264_frame_630.jpg,1
Assault002_x264_frame_660.jpg,1
Assault002_x264_frame_690.jpg,1
Assault002_x264_frame_720.jpg,1
Assault002_x264_frame_750.jpg,1
Assault002_x264_frame_780.jpg,1
Assault002_x264_frame_810.jpg,1
Assault002_x264_frame_840.jpg,1
Assault002_x264_frame_870.jpg,1
Assault002_x264_frame_900.jpg,1
Assault002_x264_frame_930.jpg,1
Assault002_x264_frame_960.jpg,1
Assault002_x264_frame_990.jpg,1
Assault002_x264_frame_1020.jpg,1
Assault002_x264_frame_1050.jpg,1
Assault002_x264_frame_1080.jpg,1
Assault002_x264_frame_1110.jpg,1
Assault002_x264_frame_1140.jpg,1
Assault002_x264_frame_1170.jpg,1
Assault002_x264_frame_1200.jpg,1
Assault002_x264_frame_1230.jpg,1
Assault002_x264_frame_1260.jpg,1
Assault002_x264_frame_1290.jpg,1
Assault002_x264_frame_1320.jpg,1
Assault002_x264_frame_1350.jpg,1
Assault002_x264_frame_1380.jpg,1
Assault002_x264_frame_1410.jpg,1
Assault002_x264_frame_1440.jpg,1
Assault002_x264_frame_1470.jpg,1
Assault002_x264_frame_1500.jpg,1
Assault002_x264_frame_1530.jpg,1
Assault002_x264_frame_1560.jpg,1
Assault002_x264_frame_1590.jpg,1
Assault002_x264_frame_1620.jpg,1
Assault002_x264_frame_1650.jpg,1
Assault002_x264_frame_1680.jpg,1
Assault002_x264_frame_1710.jpg,1
Assault002_x264_frame_1740.jpg,1
Assault002_x264_frame_1770.jpg,1
Assault002_x264_frame_1800.jpg,1
Assault002_x264_frame_1830.jpg,1
Assault002_x264_frame_1860.jpg,1
Assault002_x264_frame_1890.jpg,1
Assault002_x264_frame_1920.jpg,1
Assault002_x264_frame_1950.jpg,1
Assault002_x264_frame_1980.jpg,1
Assault002_x264_frame_2010.jpg,1
Assault002_x264_frame_2040.jpg,1
Assault002_x264_frame_2070.jpg,1
Assault002_x264_frame_2100.jpg,1
Assault002_x264_frame_2130.jpg,1
Assault002_x264_frame_2160.jpg,1
Assault002_x264_frame_2190.jpg,1
Assault002_x264_frame_2220.jpg,1
Assault002_x264_frame_2250.jpg,1
Assault002_x264_frame_2280.jpg,1
Assault002_x264_frame_2310.jpg,1
Assault002_x264_frame_2340.jpg,1
Assault002_x264_frame_2370.jpg,1
Assault002_x264_frame_2400.jpg,1
Assault002_x264_frame_2430.jpg,1
Assault002_x264_frame_2460.jpg,1
Assault002_x264_frame_2490.jpg,1
Assault002_x264_frame_2520.jpg,1
Assault003_x264_frame_0.jpg,1
Assault003_x264_frame_30.jpg,1
Assault003_x264_frame_60.jpg,1
Assault003_x264_frame_90.jpg,1
Assault003_x264_frame_120.jpg,1
Assault003_x264_frame_150.jpg,1
Assault003_x264_frame_180.jpg,1
Assault003_x264_frame_210.jpg,1
Assault003_x264_frame_240.jpg,1
Assault003_x264_frame_270.jpg,1
Assault003_x264_frame_300.jpg,1
Assault003_x264_frame_330.jpg,1
Assault003_x264_frame_360.jpg,1
Assault003_x264_frame_390.jpg,1
Assault003_x264_frame_420.jpg,1
Assault003_x264_frame_450.jpg,1
Assault003_x264_frame_480.jpg,1
Assault003_x264_frame_510.jpg,1
Assault003_x264_frame_540.jpg,1
Assault003_x264_frame_570.jpg,1
Assault003_x264_frame_600.jpg,1
Assault003_x264_frame_630.jpg,1
Assault003_x264_frame_660.jpg,1
Assault003_x264_frame_690.jpg,1
Assault003_x264_frame_720.jpg,1
Assault003_x264_frame_750.jpg,1
Assault003_x264_frame_780.jpg,1
Assault003_x264_frame_810.jpg,1
Assault003_x264_frame_840.jpg,1
